manufacturer,model,aircraft_type,description,engine_count,engine_type,aircraft_category,engine_manufacturer,engine_model,body_type,max_seats,engine_source,max_seats_source,contributor,
Dornier,Do 28 G92 Turbo Skyservant,D28T,L2T,2,Turboprop/Turboshaft,LandPlane,Lycoming,IGSO-540-AG1E,Regional,13,https://en.wikipedia.org/wiki/Dornier_Do_28#Specifications_(Do_28D-2_Skyservant),https://en.wikipedia.org/wiki/Dornier_Do_28#Specifications_(Do_28D-2_Skyservant),Ananya,
Dornier,Do 28A-1,DO28,L2P,2,Piston,LandPlane,Lycoming,O-540-A1A,Regional,13,https://en.wikipedia.org/wiki/Dornier_Do_28#Variants,https://en.wikipedia.org/wiki/Dornier_Do_28#Variants,Ananya,
Dornier,Do 28B-1,DO28,L2P,2,Piston,LandPlane,Lycoming,O-360-A1A,Regional,13,https://en.wikipedia.org/wiki/Dornier_Do_28#Variants,https://en.wikipedia.org/wiki/Dornier_Do_28#Variants,Ananya,
Dornier,Do 28D-1 Skyservant,D28D,L2P,2,Piston,LandPlane,Lycoming,IGSO-540,Regional,13,https://en.wikipedia.org/wiki/Dornier_Do_28#Variants,https://en.wikipedia.org/wiki/Dornier_Do_28#Variants,Ananya,
Dornier,Do 28D-2 Skyservant,D28D,L2P,2,Piston,LandPlane,Lycoming,IGSO-540,Regional,13,https://en.wikipedia.org/wiki/Dornier_Do_28#Variants,https://en.wikipedia.org/wiki/Dornier_Do_28#Variants,Ananya,
Dornier,Do 328-100,D328,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW119B,Regional,33,https://en.wikipedia.org/wiki/Dornier_328#Variants,https://en.wikipedia.org/wiki/Dornier_328#Variants,Ananya,
Dornier,Do 328-110,D328,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW119B,Regional,33,https://en.wikipedia.org/wiki/Dornier_328#Variants,https://en.wikipedia.org/wiki/Dornier_328#Variants,Ananya,
Dornier,Do 328-120,D328,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW119B,Regional,33,https://en.wikipedia.org/wiki/Dornier_328#Variants,https://en.wikipedia.org/wiki/Dornier_328#Variants,Ananya,
Dornier,Do 328-130,D328,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW119B,Regional,33,https://en.wikipedia.org/wiki/Dornier_328#Variants,https://en.wikipedia.org/wiki/Dornier_328#Variants,Ananya,
Dornier,Do 328-300,J328,L2J,2,Jet,LandPlane,Pratt & Whitney Canada,PW119B,Regional,33,https://en.wikipedia.org/wiki/Dornier_328#Variants,https://en.wikipedia.org/wiki/Dornier_328#Variants,Ananya,
Dornier,Do 328-300QC,J328,L2J,2,Jet,LandPlane,Pratt & Whitney Canada,PW119B,Regional,33,https://en.wikipedia.org/wiki/Dornier_328#Variants,https://en.wikipedia.org/wiki/Dornier_328#Variants,Ananya,
Dornier,Do 328-310,J328,L2J,2,Jet,LandPlane,Pratt & Whitney Canada,PW119B,Regional,33,https://en.wikipedia.org/wiki/Dornier_328#Variants,https://en.wikipedia.org/wiki/Dornier_328#Variants,Ananya,
Bombardier,E-11A,GLEX,L2J,2,Jet,LandPlane,Rolls Royce,BR710,Regional,13,https://en.wikipedia.org/wiki/Bombardier_Global_Express#Variants,https://en.wikipedia.org/wiki/Bombardier_Global_Express#Variants,Ananya,
Grumman,E-2C Hawkeye,E2,L2T,2,Turboprop/Turboshaft,LandPlane,Allison;Rolls Royce,T56-A-427,Military,5,https://en.wikipedia.org/wiki/Northrop_Grumman_E-2_Hawkeye#Specifications_(E-2C),https://en.wikipedia.org/wiki/Northrop_Grumman_E-2_Hawkeye#Specifications_(E-2C),Arhaan,
Grumman,E-2C+ Hawkeye,E2,L2T,2,Turboprop/Turboshaft,LandPlane,Allison;Rolls Royce,T56-A-427,Military,5,https://www.globalsecurity.org/military/systems/aircraft/e-2-specs.htm,https://www.globalsecurity.org/military/systems/aircraft/e-2-specs.htm,Arhaan,
Boeing,E-3A Sentry,E3TF,L4J,4,Jet,LandPlane,Pratt & Whitney,TF33-PW-100A,Utility,19,https://en.wikipedia.org/wiki/Boeing_E-3_Sentry#Specifications_(USAF/NATO),https://en.wikipedia.org/wiki/Boeing_E-3_Sentry#Specifications_(USAF/NATO),Ananya,
Boeing,E-3B Sentry,E3TF,L4J,4,Jet,LandPlane,Pratt & Whitney,TF33-PW-100A,Utility,19,https://en.wikipedia.org/wiki/Boeing_E-3_Sentry#Specifications_(USAF/NATO),https://en.wikipedia.org/wiki/Boeing_E-3_Sentry#Specifications_(USAF/NATO),Ananya,
Boeing,E-3C Sentry,E3TF,L4J,4,Jet,LandPlane,Pratt & Whitney,TF33-PW-100A,Utility,19,https://en.wikipedia.org/wiki/Boeing_E-3_Sentry#Specifications_(USAF/NATO),https://en.wikipedia.org/wiki/Boeing_E-3_Sentry#Specifications_(USAF/NATO),Ananya,
Boeing,E-3F Sentry,E3CF,L4J,4,Jet,LandPlane,CFM International,CFM56,Utility,19,https://en.wikipedia.org/wiki/Boeing_E-3_Sentry#Specifications_(USAF/NATO),https://en.wikipedia.org/wiki/Boeing_E-3_Sentry#Specifications_(USAF/NATO),Ananya,
Boeing,E-3G Sentry,E3TF,L4J,4,Jet,LandPlane,Pratt & Whitney,TF33-PW-100A,Utility,19,https://en.wikipedia.org/wiki/Boeing_E-3_Sentry#Specifications_(USAF/NATO),https://en.wikipedia.org/wiki/Boeing_E-3_Sentry#Specifications_(USAF/NATO),Ananya,
Boeing,E-4B NOAC,B742,L4J,4,Jet,LandPlane,General Electric,F103,Utility,108,https://en.wikipedia.org/wiki/Boeing_E-4#Variants,https://en.wikipedia.org/wiki/Boeing_E-4#Variants,Ananya,
Boeing,E-6B Mercury,E6,L4J,4,Jet,LandPlane,CFM International,CFM56-2A-2,Utility,22,https://en.wikipedia.org/wiki/Boeing_E-6_Mercury#Specifications,https://en.wikipedia.org/wiki/Boeing_E-6_Mercury#Specifications,Ananya,
Boeing,E-7A Wedgetail,E737,L2J,2,Jet,LandPlane,CFM International,CFM56-7,Regional,10,"https://www.airforce.gov.au/technology/aircraft/intelligence-surveillance-and-reconnaissance/e-7a-wedgetail#:~:text=The%20E%2D7A%20Wedgetail%20is%20based%20on%20a%20Boeing%20737,airborne%20and%20maritime%20targets%20simultaneously.",https://en.wikipedia.org/wiki/Boeing_737_AEW%26C#Specifications,Ananya,
Boeing,E-7T,E737,L2J,2,Jet,LandPlane,CFM International,CFM56-7,Regional,10,"https://www.airforce.gov.au/technology/aircraft/intelligence-surveillance-and-reconnaissance/e-7a-wedgetail#:~:text=The%20E%2D7A%20Wedgetail%20is%20based%20on%20a%20Boeing%20737,airborne%20and%20maritime%20targets%20simultaneously.",https://en.wikipedia.org/wiki/Boeing_737_AEW%26C,Ananya,
Boeing,E-8A JSTARS,B703,L4J,4,Jet,LandPlane,Pratt & Whitney,TF33-102C;JT8D-219,Regional,18,https://en.wikipedia.org/wiki/Northrop_Grumman_E-8_Joint_STARS#Variants,https://en.wikipedia.org/wiki/Northrop_Grumman_E-8_Joint_STARS#Variants,Ananya,
Northrop Grumman,E-8C Joint STARS,B703,L4J,4,Jet,LandPlane,Pratt & Whitney,TF33-102C;JT8D-219,Regional,18,https://en.wikipedia.org/wiki/Northrop_Grumman_E-8_Joint_STARS#Variants,https://en.wikipedia.org/wiki/Northrop_Grumman_E-8_Joint_STARS#Variants,Ananya,
Embraer,E-99,E145,L2J,2,Jet,LandPlane,Rolls Royce,AE1 3007,Regional,13,https://en.wikipedia.org/wiki/Embraer_R-99,https://en.wikipedia.org/wiki/Embraer_R-99,Ananya,
De Havilland Canada,E-9A Widget,DH8A,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney,PW-120A,Regional,4,https://www.af.mil/About-Us/Fact-Sheets/Display/Article/104559/e-9a/,https://www.af.mil/About-Us/Fact-Sheets/Display/Article/104559/e-9a/,Ananya,
Airbus Helicopters,E125,AS50,H1T,1,Turboprop/Turboshaft,Helicopter,Safran,Arriel 2D,Helicopter,6,https://www.airbus.com/helicopters/civil-helicopters/intermediate-single/h125.html,https://www.airbus.com/helicopters/civil-helicopters/intermediate-single/h125.html,Ananya,
Embraer,E170LR,E170,L2J,2,Jet,LandPlane,CFM International,CF34-8E,Regional,78,https://fi.wikipedia.org/wiki/Embraer_170/190,https://fi.wikipedia.org/wiki/Embraer_170/190,Ananya,
Embraer,E170SE,E170,L2J,2,Jet,LandPlane,CFM International,CF34-8E,Regional,78,https://fi.wikipedia.org/wiki/Embraer_170/190,https://fi.wikipedia.org/wiki/Embraer_170/190,Ananya,
Embraer,E170SL,E170,L2J,2,Jet,LandPlane,CFM International,CF34-8E,Regional,78,https://fi.wikipedia.org/wiki/Embraer_170/190,https://fi.wikipedia.org/wiki/Embraer_170/190,Ananya,
Embraer,E170ST,E170,L2J,2,Jet,LandPlane,CFM International,CF34-8E,Regional,78,https://fi.wikipedia.org/wiki/Embraer_170/190,https://fi.wikipedia.org/wiki/Embraer_170/190,Ananya,
Embraer,E170STD,E170,L2J,2,Jet,LandPlane,CFM International,CF34-8E,Regional,78,https://fi.wikipedia.org/wiki/Embraer_170/190,https://fi.wikipedia.org/wiki/Embraer_170/190,Ananya,
Embraer,E170SU,E170,L2J,2,Jet,LandPlane,CFM International,CF34-8E,Regional,78,https://fi.wikipedia.org/wiki/Embraer_170/190,https://fi.wikipedia.org/wiki/Embraer_170/190,Ananya,
Embraer,E175LL,E75L,L2J,2,Jet,LandPlane,CFM International,CF34-8E,Regional,86,https://fi.wikipedia.org/wiki/Embraer_170/190,https://fi.wikipedia.org/wiki/Embraer_170/190,Ananya,
Embraer,E175LR,E75S,L2J,2,Jet,LandPlane,CFM International,CF34-8E,Regional,86,https://fi.wikipedia.org/wiki/Embraer_170/190,https://fi.wikipedia.org/wiki/Embraer_170/190,Ananya,
Embraer,E175SD,E75S,L2J,2,Jet,LandPlane,CFM International,CF34-8E,Regional,86,https://fi.wikipedia.org/wiki/Embraer_170/190,https://fi.wikipedia.org/wiki/Embraer_170/190,Ananya,
Embraer,E175SR,E75S,L2J,2,Jet,LandPlane,CFM International,CF34-8E,Regional,86,https://fi.wikipedia.org/wiki/Embraer_170/190,https://fi.wikipedia.org/wiki/Embraer_170/190,Ananya,
Embraer,E175STD,E75S,L2J,2,Jet,LandPlane,CFM International,CF34-8E,Regional,86,https://fi.wikipedia.org/wiki/Embraer_170/190,https://fi.wikipedia.org/wiki/Embraer_170/190,Ananya,
Embraer,E175SU,E75S,L2J,2,Jet,LandPlane,CFM International,CF34-8E,Regional,86,https://fi.wikipedia.org/wiki/Embraer_170/190,https://fi.wikipedia.org/wiki/Embraer_170/190,Ananya,
Beechcraft,E18S Twin Beech,BE18,L2P,2,Piston,LandPlane,Pratt & Whitney,R-985-AN-1,Private,6,https://www.globalair.com/aircraft-for-sale/Specifications?specid=461,https://www.globalair.com/aircraft-for-sale/Specifications?specid=461,Arhaan,
Beechcraft,E18S-9700 Twin Beech,BE18,L2P,2,Piston,LandPlane,Pratt & Whitney,R-985-AN-1,Private,6,https://en.wikipedia.org/wiki/Beechcraft_Model_18,https://en.wikipedia.org/wiki/Beechcraft_Model_18,Rayna,
Embraer,E190-E2,E290,L2J,2,Jet,LandPlane,CFM International,CF34-10E,Regional,106,https://fi.wikipedia.org/wiki/Embraer_170/190,https://fi.wikipedia.org/wiki/Embraer_170/190,Ananya,
Embraer,E190AR,E190,L2J,2,Jet,LandPlane,CFM International,CF34-10E,Regional,106,https://fi.wikipedia.org/wiki/Embraer_170/190,https://fi.wikipedia.org/wiki/Embraer_170/190,Ananya,
Embraer,E190IGW,E190,L2J,2,Jet,LandPlane,CFM International,CF34-10E,Regional,106,https://fi.wikipedia.org/wiki/Embraer_170/190,https://fi.wikipedia.org/wiki/Embraer_170/190,Ananya,
Embraer,E190LR,E190,L2J,2,Jet,LandPlane,CFM International,CF34-10E,Regional,106,https://fi.wikipedia.org/wiki/Embraer_170/190,https://fi.wikipedia.org/wiki/Embraer_170/190,Ananya,
Embraer,E190SR,E190,L2J,2,Jet,LandPlane,CFM International,CF34-10E,Regional,106,https://fi.wikipedia.org/wiki/Embraer_170/190,https://fi.wikipedia.org/wiki/Embraer_170/190,Ananya,
Embraer,E190STD,E190,L2J,2,Jet,LandPlane,CFM International,CF34-10E,Regional,106,https://fi.wikipedia.org/wiki/Embraer_170/190,https://fi.wikipedia.org/wiki/Embraer_170/190,Ananya,
Embraer,E195-E2,E295,L2J,2,Jet,LandPlane,CFM International,CF34-10E,Regional,118,https://fi.wikipedia.org/wiki/Embraer_170/190,https://fi.wikipedia.org/wiki/Embraer_170/190,Ananya,
Embraer,E195AR,E195,L2J,2,Jet,LandPlane,CFM International,CF34-10E,Regional,118,https://fi.wikipedia.org/wiki/Embraer_170/190,https://fi.wikipedia.org/wiki/Embraer_170/190,Ananya,
Embraer,E195IGW,E195,L2J,2,Jet,LandPlane,CFM International,CF34-10E,Regional,118,https://fi.wikipedia.org/wiki/Embraer_170/190,https://fi.wikipedia.org/wiki/Embraer_170/190,Ananya,
Embraer,E195LR,E195,L2J,2,Jet,LandPlane,CFM International,CF34-10E,Regional,118,https://fi.wikipedia.org/wiki/Embraer_170/190,https://fi.wikipedia.org/wiki/Embraer_170/190,Ananya,
Embraer,E195STD,E195,L2J,2,Jet,LandPlane,CFM International,CF34-10E,Regional,118,https://fi.wikipedia.org/wiki/Embraer_170/190,https://fi.wikipedia.org/wiki/Embraer_170/190,Ananya,
Beechcraft,E33 Bonanza,BE33,L1P,1,Piston,LandPlane,Continental,IO-470-J,Regional,6,https://en.wikipedia.org/wiki/Beechcraft_Bonanza#Variants,https://en.wikipedia.org/wiki/Beechcraft_Bonanza#Variants,Ananya,
Beechcraft,E33A Bonanza,BE33,L1P,1,Piston,LandPlane,Continental,IO-520-B,Regional,6,https://en.wikipedia.org/wiki/Beechcraft_Bonanza#Variants,https://en.wikipedia.org/wiki/Beechcraft_Bonanza#Variants,Ananya,
Cessna,E350,E350,L1T,1,Turboprop/Turboshaft,LandPlane,Continental,IO-550-N,Private,3,https://en.wikipedia.org/wiki/Cessna_350_Corvalis#Specifications_(Cessna_350),https://en.wikipedia.org/wiki/Cessna_350_Corvalis#Specifications_(Cessna_350),Ananya,
Cessna,E530,E530,L2J,2,Jet,LandPlane,Honeywell,YFE731,Military,2,https://en.wikipedia.org/wiki/Textron_AirLand_Scorpion#Variants,https://en.wikipedia.org/wiki/Textron_AirLand_Scorpion#Variants,Ananya,
Beechcraft,E55 Baron,BE55,L2P,2,Piston,LandPlane,Continental,IO-520-CB,Private,6,"https://www.globalair.com/aircraft-for-sale/Specifications?specid=22#:~:text=The%20Beechcraft%20Baron%20is%20a,piston%20aircraft%20developed%20by%20Beechcraft.&text=In%201976%2C%20Beechcraft%20offered%20the,sold%20for%20%24219%2C500%20in%201982.","https://www.globalair.com/aircraft-for-sale/Specifications?specid=22#:~:text=The%20Beechcraft%20Baron%20is%20a,piston%20aircraft%20developed%20by%20Beechcraft.&text=In%201976%2C%20Beechcraft%20offered%20the,sold%20for%20%24219%2C500%20in%201982.",Ananya,
Boeing-Stearman,E75,ST75,L1P,1,Piston,LandPlane,Continental,R-670-5,Private,2,https://en.wikipedia.org/wiki/Boeing-Stearman_Model_75#Variants,https://en.wikipedia.org/wiki/Boeing-Stearman_Model_75#Variants,Ananya,
Boeing-Stearman,E75N1,ST75,L1P,1,Piston,LandPlane,Continental,R-670-5,Private,2,https://en.wikipedia.org/wiki/Boeing-Stearman_Model_75#Variants,https://en.wikipedia.org/wiki/Boeing-Stearman_Model_75#Variants,Ananya,
Boeing-Stearman,E75X,ST75,L1P,1,Piston,LandPlane,Continental,R-670-5,Private,2,https://en.wikipedia.org/wiki/Boeing-Stearman_Model_75#Variants,https://en.wikipedia.org/wiki/Boeing-Stearman_Model_75#Variants,Ananya,
Beechcraft,E90 King Air,BE9L,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PT6A-28,Private,7,https://en.wikipedia.org/wiki/Beechcraft_King_Air,https://en.wikipedia.org/wiki/Beechcraft_King_Air,Ananya,
Beechcraft,E95 Travel Air,BE95,L2P,2,Piston,LandPlane,Pratt & Whitney Canada,PT6A-28,Private,7,https://en.wikipedia.org/wiki/Beechcraft_King_Air,https://en.wikipedia.org/wiki/Beechcraft_King_Air,Ananya,
Boeing,EA-18G Growler,F18S,L2J,2,Jet,LandPlane,General Electric,F414-GE-400,Military,2,https://en.wikipedia.org/wiki/Boeing_EA-18G_Growler#Specifications_(EA-18G_Growler),https://en.wikipedia.org/wiki/Boeing_EA-18G_Growler#Specifications_(EA-18G_Growler),Ananya,
Douglas,EA-1E Skyraider,A1,L1P,1,Piston,LandPlane,Wright,R-3350-26WA Duplex-Cyclone,Military,1,https://en.wikipedia.org/wiki/Douglas_A-1_Skyraider#Specifications_(AD-6_/_A-1H_Skyraider),https://en.wikipedia.org/wiki/Douglas_A-1_Skyraider#Specifications_(AD-6_/_A-1H_Skyraider),Ananya,
Grumman,EA-6B Prowler,A6,L2J,2,Jet,LandPlane,Pratt & Whitney,JF2-P-408A,Military,4,https://en.wikipedia.org/wiki/Northrop_Grumman_EA-6B_Prowler#Specifications_(EA-6B),https://en.wikipedia.org/wiki/Northrop_Grumman_EA-6B_Prowler#Specifications_(EA-6B),Ananya,
Lockheed,EC-130H Compass Call,C130,L4T,4,Turboprop/Turboshaft,LandPlane,Allison,T56-A-15,Military,13,https://en.wikipedia.org/wiki/Lockheed_EC-130H_Compass_Call#Crew,https://en.wikipedia.org/wiki/Lockheed_EC-130H_Compass_Call#Crew,Ananya,
Lockheed Martin,EC-130J Commando Solo,C30J,L4T,4,Turboprop/Turboshaft,LandPlane,Rolls Royce,AE 21000-D3,Military,11,https://en.wikipedia.org/wiki/Lockheed_EC-130#Specifications_(EC-130J),https://www.lockheedmartin.com/en-us/products/c130/ec-130j-commando-solo.html,Ananya,
Lockheed,EC-130Q Hercules,C130,L4T,4,Turboprop/Turboshaft,LandPlane,Allison,T56-A-15,Freighter,92,https://en.wikipedia.org/wiki/Lockheed_C-130_Hercules#Specifications_(C-130H),https://en.wikipedia.org/wiki/Lockheed_C-130_Hercules#Specifications_(C-130H),Ananya,
Eurofighter,EF2000,EUFI,L2J,2,Jet,LandPlane,Eurojet,EJ200,Military,2,https://en.wikipedia.org/wiki/Eurofighter_Typhoon#Specifications,https://en.wikipedia.org/wiki/Eurofighter_Typhoon#Specifications,Ananya,
Eurofighter,EF2000 T,EUFI,L2J,2,Jet,LandPlane,Eurojet,EJ200,Military,92,https://en.wikipedia.org/wiki/Eurofighter_Typhoon#Specifications,https://en.wikipedia.org/wiki/Eurofighter_Typhoon#Specifications,Ananya,
Bell,EH-1H Iroquois,UH1,H1T,1,Turboprop/Turboshaft,Helicopter,Lycoming,T53-L-11,Helicopter,4,https://en.wikipedia.org/wiki/Bell_UH-1_Iroquois#Specifications_(UH-1D),https://en.wikipedia.org/wiki/Bell_UH-1_Iroquois#Specifications_(UH-1D),Ananya,
Bell,EH-1X Iroquois,UH1,H1T,1,Turboprop/Turboshaft,Helicopter,Lycoming,T53-L-11,Helicopter,4,https://en.wikipedia.org/wiki/Bell_UH-1_Iroquois#Specifications_(UH-1D),https://en.wikipedia.org/wiki/Bell_UH-1_Iroquois#Specifications_(UH-1D),Ananya,
Sikorsky,EH-60A Black Hawk,H60,H2T,2,Turboprop/Turboshaft,Helicopter,General Electric,T700-GE-701C;T700-GE-701D,Helicopter,4,https://en.wikipedia.org/wiki/Sikorsky_UH-60_Black_Hawk#Specifications_(UH-60M),https://en.wikipedia.org/wiki/Sikorsky_UH-60_Black_Hawk#Specifications_(UH-60M),Ananya,
Embraer,EMB-110 P1,E110,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney,PT6A-34,Regional,21,https://en.wikipedia.org/wiki/Embraer_EMB_110_Bandeirante,https://en.wikipedia.org/wiki/Embraer_EMB_110_Bandeirante,Aarav,
Embraer,EMB-110 P1A,E110,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney,PT6A-34,Regional,18,https://en.wikipedia.org/wiki/Embraer_EMB_110_Bandeirante,https://en.wikipedia.org/wiki/Embraer_EMB_110_Bandeirante,Arhaan,
Embraer,EMB-110 P2,E110,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney,PT6A-34,Regional,21,https://en.wikipedia.org/wiki/Embraer_EMB_110_Bandeirante,https://en.wikipedia.org/wiki/Embraer_EMB_110_Bandeirante,Aarav,
Embraer,EMB-110P1 Bandeirante,E110,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PT6A-34,Regional,20,https://en.wikipedia.org/wiki/Embraer_EMB_110_Bandeirante,https://en.wikipedia.org/wiki/Embraer_EMB_110_Bandeirante,Mihir,
Embraer,EMB-120,E120,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW118,Regional,33,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/b338a2920d203e958625850a0053acc6/$FILE/A31SO_Rev13.pdf,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/b338a2920d203e958625850a0053acc6/$FILE/A31SO_Rev13.pdf,Mihir,
Embraer,EMB-120 Brasilia,E120,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW118,Regional,33,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/b338a2920d203e958625850a0053acc6/$FILE/A31SO_Rev13.pdf,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/b338a2920d203e958625850a0053acc6/$FILE/A31SO_Rev13.pdf,Mihir,
Embraer,EMB-120ER,E120,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW118;PW118A;PW118B,Regional,34,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/b338a2920d203e958625850a0053acc6/$FILE/A31SO_Rev13.pdf,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/b338a2920d203e958625850a0053acc6/$FILE/A31SO_Rev13.pdf,Mihir,
Embraer,EMB-120ER/F,E120,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW118;PW118A;PW118B,Freighter,34,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/b338a2920d203e958625850a0053acc6/$FILE/A31SO_Rev13.pdf,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/b338a2920d203e958625850a0053acc6/$FILE/A31SO_Rev13.pdf,Mihir,
Embraer,EMB-120FC,E120,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW118;PW118A;PW118B,Freighter,,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/b338a2920d203e958625850a0053acc6/$FILE/A31SO_Rev13.pdf,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/b338a2920d203e958625850a0053acc6/$FILE/A31SO_Rev13.pdf,Mihir,
Embraer,EMB-120QC,E120,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW118;PW118A;PW118B,Regional,34,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/b338a2920d203e958625850a0053acc6/$FILE/A31SO_Rev13.pdf,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/b338a2920d203e958625850a0053acc6/$FILE/A31SO_Rev13.pdf,Mihir,
Embraer,EMB-120RT,E120,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW118;PW118A;PW118B,Regional,34,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/b338a2920d203e958625850a0053acc6/$FILE/A31SO_Rev13.pdf,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/b338a2920d203e958625850a0053acc6/$FILE/A31SO_Rev13.pdf,Mihir,
Embraer,EMB-120RT/F,E120,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW118;PW118A;PW118B,Freighter,,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/b338a2920d203e958625850a0053acc6/$FILE/A31SO_Rev13.pdf,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/b338a2920d203e958625850a0053acc6/$FILE/A31SO_Rev13.pdf,Mihir,
Embraer,EMB-121A1 Xingu,E121,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PT6A-135,Military,2,https://en.wikipedia.org/wiki/Embraer_EMB_121_Xingu,https://en.wikipedia.org/wiki/Embraer_EMB_121_Xingu,Mihir,
Embraer,EMB-121AA Xingu,E121,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PT6A-135,Military,2,https://en.wikipedia.org/wiki/Embraer_EMB_121_Xingu,https://en.wikipedia.org/wiki/Embraer_EMB_121_Xingu,Mihir,
Embraer,EMB-121AN Xingu,E121,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PT6A-135,Military,2,https://en.wikipedia.org/wiki/Embraer_EMB_121_Xingu,https://en.wikipedia.org/wiki/Embraer_EMB_121_Xingu,Mihir,
Embraer,EMB-135BJ Legacy 600,E35L,L2J,2,Jet,LandPlane,Rolls Royce,AE 3007A1E,Regional,16,https://en.wikipedia.org/wiki/Embraer_Legacy_600,https://en.wikipedia.org/wiki/Embraer_Legacy_600,Mihir,
Embraer,EMB-135BJ Legacy 650,E35L,L2J,2,Jet,LandPlane,Rolls Royce,AE 3007A2,Regional,16,https://en.wikipedia.org/wiki/Embraer_Legacy_600,https://en.wikipedia.org/wiki/Embraer_Legacy_600,Mihir,
Embraer,EMB-312F Tucano,TUCA,L1T,1,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PT6A-25C,Military,2,https://en.wikipedia.org/wiki/Embraer_EMB_312_Tucano#Variants,https://en.wikipedia.org/wiki/Embraer_EMB_312_Tucano#Variants,Mihir,
Embraer,EMB-314B Super Tucano,E314,L1T,1,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PT6A-65C,Military,2,https://en.wikipedia.org/wiki/Embraer_EMB_314_Super_Tucano#Specifications_(EMB_314_Super_Tucano),https://en.wikipedia.org/wiki/Embraer_EMB_314_Super_Tucano#Specifications_(EMB_314_Super_Tucano),Mihir,
Embraer,EMB-500 Phenom 100,E50P,L2J,2,Jet,LandPlane,Pratt & Whitney Canada,PW617F-E,Regional,8,https://en.wikipedia.org/wiki/Embraer_Phenom_100,https://en.wikipedia.org/wiki/Embraer_Phenom_100,Mihir,
Embraer,EMB-500 Phenom 100EV,E50P,L2J,2,Jet,LandPlane,Pratt & Whitney Canada,PW617F1-E,Regional,8,https://en.wikipedia.org/wiki/Embraer_Phenom_100,https://en.wikipedia.org/wiki/Embraer_Phenom_100,Mihir,
Embraer,EMB-500 Phenom T1,E50P,L2J,2,Jet,LandPlane,Pratt & Whitney Canada,PW61F,Military,8,https://www.raf.mod.uk/aircraft/phenom-t1/,https://en.wikipedia.org/wiki/Embraer_Phenom_101,Mihir,
Embraer,EMB-505 Phenom 300,E55P,L2J,2,Jet,LandPlane,Pratt & Whitney Canada,PW535E1,Regional,12,https://en.wikipedia.org/wiki/Embraer_Phenom_300,https://en.wikipedia.org/wiki/Embraer_Phenom_300,Mihir,
